make: Entering directory '/root/OpenROAD-flow-scripts/flow'
/root/OpenROAD-flow-scripts/flow/scripts/flow.sh 2_1_floorplan floorplan
Running floorplan.tcl, stage 2_1_floorplan
read_liberty /root/OpenROAD-flow-scripts/flow/platforms/sky130hd/lib/sky130_fd_sc_hd__tt_025C_1v80.lib
read_db ./results/sky130hd/chia_sha256_benchmark_corrupted/slot1/1_synth.odb
read_sdc ./results/sky130hd/chia_sha256_benchmark_corrupted/slot1/1_synth.sdc
source /root/OpenROAD-flow-scripts/flow/platforms/sky130hd/setRC.tcl
Master sky130_ef_sc_hd__decap_12 is loaded but not used in the design

==========================================================================
Floorplan check_setup
--------------------------------------------------------------------------
number instances in verilog is 15170
[INFO IFP-0107] Defining die area using utilization: 40.00% and aspect ratio: 1.
[WARNING IFP-0028] Core area lower left (1.000, 1.000) snapped to (1.380, 2.720).
[INFO IFP-0001] Added 236 rows of 1399 site unithd.
[INFO IFP-0100] Die BBox:  (  0.000  0.000 ) ( 646.075 646.075 ) um
[INFO IFP-0101] Core BBox: (  1.380  2.720 ) ( 644.920 644.640 ) um
[INFO IFP-0102] Core area:                       413101.197 um^2
[INFO IFP-0103] Total instances area:            165934.144 um^2
[INFO IFP-0104] Effective utilization:                0.402
[INFO IFP-0105] Number of instances:                  15170
source /root/OpenROAD-flow-scripts/flow/platforms/sky130hd/make_tracks.tcl
source /root/OpenROAD-flow-scripts/flow/platforms/sky130hd/fastroute.tcl
Repair tie lo fanout...
Repair tie hi fanout...
[INFO RSZ-0042] Inserted 1 tie sky130_fd_sc_hd__conb_1 instances.
repair_timing -setup_margin 1.5 -hold_margin 0 -repair_tns 100 -match_cell_footprint -setup -skip_last_gasp -sequence unbuffer,sizeup,swap,vt_swap -verbose
[WARNING EST-0027] no estimated parasitics. Using wire load models.
[INFO RSZ-0100] Repair move sequence: UnbufferMove SizeUpMove SwapPinsMove 
[INFO RSZ-0094] Found 1826 endpoints with setup violations.
[INFO RSZ-0099] Repairing 1826 out of 1826 (100.00%) violating endpoints...
   Iter   | Removed | Resized | Inserted | Cloned |  Pin  |   Area   |    WNS   |   StTNS    |   EnTNS    |  Viol  |  Worst  
cp ./results/sky130hd/chia_sha256_benchmark_corrupted/slot1/2_4_floorplan_pdn.odb ./results/sky130hd/chia_sha256_benchmark_corrupted/slot1/2_floorplan.odb
cp ./results/sky130hd/chia_sha256_benchmark_corrupted/slot1/2_1_floorplan.sdc ./results/sky130hd/chia_sha256_benchmark_corrupted/slot1/2_floorplan.sdc
make: Leaving directory '/root/OpenROAD-flow-scripts/flow'

STDERR:
bash: /opt/miniconda/lib/libtinfo.so.6: no version information available (required by bash)
bash: /opt/miniconda/lib/libtinfo.so.6: no version information available (required by bash)
bash: /opt/miniconda/lib/libtinfo.so.6: no version information available (required by bash)
bash: /opt/miniconda/lib/libtinfo.so.6: no version information available (required by bash)
bash: /opt/miniconda/lib/libtinfo.so.6: no version information available (required by bash)
bash: /opt/miniconda/lib/libtinfo.so.6: no version information available (required by bash)
bash: /opt/miniconda/lib/libtinfo.so.6: no version information available (required by bash)
bash: /opt/miniconda/lib/libtinfo.so.6: no version information available (required by bash)
bash: /opt/miniconda/lib/libtinfo.so.6: no version information available (required by bash)
bash: /opt/miniconda/lib/libtinfo.so.6: no version information available (required by bash)
bash: /opt/miniconda/lib/libtinfo.so.6: no version information available (required by bash)
bash: /opt/miniconda/lib/libtinfo.so.6: no version information available (required by bash)
bash: /opt/miniconda/lib/libtinfo.so.6: no version information available (required by bash)
bash: /opt/miniconda/lib/libtinfo.so.6: no version information available (required by bash)
bash: /opt/miniconda/lib/libtinfo.so.6: no version information available (required by bash)
bash: /opt/miniconda/lib/libtinfo.so.6: no version information available (required by bash)
bash: /opt/miniconda/lib/libtinfo.so.6: no version information available (required by bash)
bash: /opt/miniconda/lib/libtinfo.so.6: no version information available (required by bash)
bash: /opt/miniconda/lib/libtinfo.so.6: no version information available (required by bash)
bash: /opt/miniconda/lib/libtinfo.so.6: no version information available (required by bash)
bash: /opt/miniconda/lib/libtinfo.so.6: no version information available (required by bash)
bash: /opt/miniconda/lib/libtinfo.so.6: no version information available (required by bash)
bash: /opt/miniconda/lib/libtinfo.so.6: no version information available (required by bash)
bash: /opt/miniconda/lib/libtinfo.so.6: no version information available (required by bash)
Elapsed time: 0:31.68[h:]min:sec. CPU time: user 31.33 sys 0.10 (99%). Peak memory: 206128KB.
bash: /opt/miniconda/lib/libtinfo.so.6: no version information available (required by bash)
bash: /opt/miniconda/lib/libtinfo.so.6: no version information available (required by bash)
bash: /opt/miniconda/lib/libtinfo.so.6: no version information available (required by bash)
bash: /opt/miniconda/lib/libtinfo.so.6: no version information available (required by bash)
bash: /opt/miniconda/lib/libtinfo.so.6: no version information available (required by bash)
bash: /opt/miniconda/lib/libtinfo.so.6: no version information available (required by bash)
bash: /opt/miniconda/lib/libtinfo.so.6: no version information available (required by bash)
bash: /opt/miniconda/lib/libtinfo.so.6: no version information available (required by bash)
bash: /opt/miniconda/lib/libtinfo.so.6: no version information available (required by bash)
bash: /opt/miniconda/lib/libtinfo.so.6: no version information available (required by bash)
bash: /opt/miniconda/lib/libtinfo.so.6: no version information available (required by bash)
bash: /opt/miniconda/lib/libtinfo.so.6: no version information available (required by bash)
bash: /opt/miniconda/lib/libtinfo.so.6: no version information available (required by bash)
bash: /opt/miniconda/lib/libtinfo.so.6: no version information available (required by bash)
Elapsed time: 0:00.34[h:]min:sec. CPU time: user 0.27 sys 0.05 (94%). Peak memory: 150624KB.
bash: /opt/miniconda/lib/libtinfo.so.6: no version information available (required by bash)
bash: /opt/miniconda/lib/libtinfo.so.6: no version information available (required by bash)
bash: /opt/miniconda/lib/libtinfo.so.6: no version information available (required by bash)
bash: /opt/miniconda/lib/libtinfo.so.6: no version information available (required by bash)
bash: /opt/miniconda/lib/libtinfo.so.6: no version information available (required by bash)
bash: /opt/miniconda/lib/libtinfo.so.6: no version information available (required by bash)
bash: /opt/miniconda/lib/libtinfo.so.6: no version information available (required by bash)
bash: /opt/miniconda/lib/libtinfo.so.6: no version information available (required by bash)
bash: /opt/miniconda/lib/libtinfo.so.6: no version information available (required by bash)
bash: /opt/miniconda/lib/libtinfo.so.6: no version information available (required by bash)
bash: /opt/miniconda/lib/libtinfo.so.6: no version information available (required by bash)
bash: /opt/miniconda/lib/libtinfo.so.6: no version information available (required by bash)
bash: /opt/miniconda/lib/libtinfo.so.6: no version information available (required by bash)
bash: /opt/miniconda/lib/libtinfo.so.6: no version information available (required by bash)
Elapsed time: 0:00.33[h:]min:sec. CPU time: user 0.27 sys 0.05 (95%). Peak memory: 144472KB.
bash: /opt/miniconda/lib/libtinfo.so.6: no version information available (required by bash)
bash: /opt/miniconda/lib/libtinfo.so.6: no version information available (required by bash)
bash: /opt/miniconda/lib/libtinfo.so.6: no version information available (required by bash)
bash: /opt/miniconda/lib/libtinfo.so.6: no version information available (required by bash)
bash: /opt/miniconda/lib/libtinfo.so.6: no version information available (required by bash)
bash: /opt/miniconda/lib/libtinfo.so.6: no version information available (required by bash)
bash: /opt/miniconda/lib/libtinfo.so.6: no version information available (required by bash)
bash: /opt/miniconda/lib/libtinfo.so.6: no version information available (required by bash)
bash: /opt/miniconda/lib/libtinfo.so.6: no version information available (required by bash)
bash: /opt/miniconda/lib/libtinfo.so.6: no version information available (required by bash)
bash: /opt/miniconda/lib/libtinfo.so.6: no version information available (required by bash)
bash: /opt/miniconda/lib/libtinfo.so.6: no version information available (required by bash)
bash: /opt/miniconda/lib/libtinfo.so.6: no version information available (required by bash)
bash: /opt/miniconda/lib/libtinfo.so.6: no version information available (required by bash)
Elapsed time: 0:00.51[h:]min:sec. CPU time: user 0.44 sys 0.05 (97%). Peak memory: 174276KB.
bash: /opt/miniconda/lib/libtinfo.so.6: no version information available (required by bash)
bash: /opt/miniconda/lib/libtinfo.so.6: no version information available (required by bash)
bash: /opt/miniconda/lib/libtinfo.so.6: no version information available (required by bash)
bash: /opt/miniconda/lib/libtinfo.so.6: no version information available (required by bash)
bash: /opt/miniconda/lib/libtinfo.so.6: no version information available (required by bash)
bash: /opt/miniconda/lib/libtinfo.so.6: no version information available (required by bash)
bash: /opt/miniconda/lib/libtinfo.so.6: no version information available (required by bash)
bash: /opt/miniconda/lib/libtinfo.so.6: no version information available (required by bash)
bash: /opt/miniconda/lib/libtinfo.so.6: no version information available (required by bash)
bash: /opt/miniconda/lib/libtinfo.so.6: no version information available (required by bash)
bash: /opt/miniconda/lib/libtinfo.so.6: no version information available (required by bash)
bash: /opt/miniconda/lib/libtinfo.so.6: no version information available (required by bash)
bash: /opt/miniconda/lib/libtinfo.so.6: no version information available (required by bash)
bash: /opt/miniconda/lib/libtinfo.so.6: no version information available (required by bash)
bash: /opt/miniconda/lib/libtinfo.so.6: no version information available (required by bash)
bash: /opt/miniconda/lib/libtinfo.so.6: no version information available (required by bash)
bash: /opt/miniconda/lib/libtinfo.so.6: no version information available (required by bash)
bash: /opt/miniconda/lib/libtinfo.so.6: no version information available (required by bash)
bash: /opt/miniconda/lib/libtinfo.so.6: no version information available (required by bash)
bash: /opt/miniconda/lib/libtinfo.so.6: no version information available (required by bash)
bash: /opt/miniconda/lib/libtinfo.so.6: no version information available (required by bash)
bash: /opt/miniconda/lib/libtinfo.so.6: no version information available (required by bash)
bash: /opt/miniconda/lib/libtinfo.so.6: no version information available (required by bash)
bash: /opt/miniconda/lib/libtinfo.so.6: no version information available (required by bash)
bash: /opt/miniconda/lib/libtinfo.so.6: no version information available (required by bash)
bash: /opt/miniconda/lib/libtinfo.so.6: no version information available (required by bash)
